ID,SegmentID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,day
5,33758,10TH AVENUE,West 45th Street,West 46th Street,NB,2020-10-18,826.0,614.0,493.0,343.0,254.0,256.0,407.0,464.0,481.0,697.0,892.0,1018.0,1280.0,1306.0,1508.0,1511.0,1571.0,1522.0,1425.0,1407.0,1207.0,1117.0,720.0,529.0,2020-10-18
6,57189,101 AVENUE,Waltham Street,146th Street,WB,2020-10-18,79.0,66.0,50.0,32.0,35.0,32.0,40.0,66.0,91.0,118.0,133.0,160.0,170.0,178.0,210.0,201.0,194.0,183.0,168.0,142.0,100.0,71.0,63.0,51.0,2020-10-18
8,82326,108 STREET,62nd Avenue,Apex Place,NB,2020-10-18,41.0,17.0,11.0,23.0,17.0,23.0,31.0,56.0,94.0,135.0,138.0,154.0,187.0,186.0,171.0,144.0,147.0,155.0,129.0,140.0,95.0,60.0,59.0,49.0,2020-10-18
8,82326,108 STREET,62nd Avenue,Apex Place,SB,2020-10-18,167.0,100.0,90.0,54.0,80.0,40.0,89.0,133.0,177.0,312.0,314.0,364.0,469.0,445.0,454.0,448.0,475.0,502.0,481.0,491.0,428.0,301.0,234.0,203.0,2020-10-18
12,63023,120 AVENUE,191th Street,192th Street,EB,2020-10-18,99.0,90.0,56.0,56.0,24.0,32.0,51.0,77.0,141.0,180.0,180.0,241.0,285.0,290.0,318.0,331.0,288.0,291.0,307.0,250.0,201.0,171.0,130.0,123.0,2020-10-18
12,63023,120 AVENUE,191th Street,192th Street,WB,2020-10-18,96.0,68.0,45.0,32.0,18.0,25.0,38.0,59.0,99.0,130.0,152.0,167.0,213.0,207.0,223.0,185.0,227.0,223.0,191.0,206.0,165.0,140.0,97.0,84.0,2020-10-18
14,19653,13th AVENUE,71st Street,72nd Street,EB,2020-10-18,57.0,34.0,16.0,14.0,9.0,16.0,31.0,76.0,91.0,126.0,146.0,169.0,170.0,155.0,166.0,156.0,153.0,153.0,136.0,130.0,127.0,113.0,56.0,49.0,2020-10-18
14,19653,13th AVENUE,71st Street,72nd Street,WB,2020-10-18,54.0,42.0,24.0,15.0,15.0,14.0,28.0,59.0,94.0,136.0,159.0,214.0,217.0,208.0,206.0,194.0,197.0,189.0,161.0,165.0,147.0,114.0,74.0,59.0,2020-10-18
15,19762,14th AVENUE,71st Street,72nd Street,NB,2020-10-18,63.0,48.0,23.0,21.0,24.0,24.0,49.0,66.0,90.0,169.0,185.0,183.0,237.0,228.0,229.0,258.0,216.0,210.0,202.0,172.0,166.0,113.0,93.0,83.0,2020-10-18
15,19762,14th AVENUE,71st Street,72nd Street,SB,2020-10-18,59.0,30.0,32.0,16.0,12.0,16.0,47.0,63.0,111.0,120.0,147.0,181.0,174.0,203.0,169.0,186.0,171.0,184.0,168.0,160.0,141.0,100.0,76.0,51.0,2020-10-18
21,21018,3rd AVENUE,30th Street,31st Street,SB,2020-10-18,134.0,82.0,71.0,34.0,38.0,63.0,83.0,127.0,214.0,368.0,587.0,755.0,931.0,985.0,1088.0,1023.0,925.0,854.0,694.0,522.0,374.0,193.0,187.0,119.0,2020-10-18
21,21022,3rd AVENUE,30th Street,31st Street,NB,2020-10-18,229.0,183.0,126.0,108.0,97.0,141.0,233.0,381.0,453.0,695.0,962.0,1075.0,1121.0,1508.0,1596.0,1403.0,1387.0,1206.0,959.0,689.0,445.0,409.0,334.0,233.0,2020-10-18
22,22806,3rd AVENUE,Baltic Street,Butler Street,NB,2020-10-18,65.0,49.0,33.0,14.0,27.0,24.0,44.0,60.0,94.0,133.0,222.0,278.0,354.0,356.0,408.0,426.0,444.0,364.0,252.0,222.0,143.0,98.0,81.0,58.0,2020-10-18
22,22806,3rd AVENUE,Baltic Street,Butler Street,SB,2020-10-18,76.0,55.0,23.0,19.0,31.0,21.0,33.0,38.0,57.0,121.0,119.0,205.0,191.0,227.0,226.0,235.0,280.0,234.0,214.0,178.0,176.0,175.0,85.0,54.0,2020-10-18
24,70376,3rd AVENUE,East 154th Street,East 155th Street,NB,2020-10-18,244.0,152.0,111.0,119.0,85.0,80.0,92.0,131.0,167.0,212.0,304.0,377.0,436.0,446.0,476.0,517.0,559.0,498.0,375.0,341.0,298.0,311.0,212.0,200.0,2020-10-18
24,70376,3rd AVENUE,East 154th Street,East 155th Street,SB,2020-10-18,159.0,149.0,106.0,91.0,63.0,56.0,106.0,150.0,159.0,184.0,254.0,353.0,378.0,371.0,411.0,378.0,397.0,396.0,304.0,230.0,227.0,238.0,171.0,130.0,2020-10-18
39,66455,56 ROAD,43rd Street,48th Street,EB,2020-10-18,126.0,49.0,39.0,39.0,38.0,38.0,38.0,60.0,80.0,79.0,138.0,170.0,189.0,205.0,210.0,192.0,195.0,191.0,179.0,165.0,160.0,209.0,126.0,95.0,2020-10-18
39,66455,56 ROAD,43rd Street,48th Street,WB,2020-10-18,84.0,21.0,48.0,79.0,28.0,66.0,59.0,109.0,144.0,220.0,189.0,222.0,249.0,238.0,202.0,130.0,126.0,125.0,137.0,159.0,119.0,126.0,111.0,43.0,2020-10-18
44,133942,65th Street,5th Avenue,6th Avenue,EB,2020-10-18,82.0,60.0,40.0,34.0,17.0,23.0,44.0,67.0,93.0,145.0,171.0,205.0,193.0,216.0,236.0,261.0,261.0,225.0,226.0,180.0,131.0,126.0,94.0,80.0,2020-10-18
44,133942,65th Street,5th Avenue,6th Avenue,WB,2020-10-18,140.0,79.0,58.0,42.0,32.0,62.0,111.0,172.0,212.0,295.0,354.0,330.0,354.0,356.0,428.0,343.0,317.0,272.0,243.0,225.0,180.0,169.0,123.0,90.0,2020-10-18
50,33850,9TH AVENUE,West 46th Street,West 47th Street,SB,2020-10-18,642.0,461.0,364.0,279.0,196.0,151.0,178.0,251.0,337.0,457.0,579.0,624.0,640.0,714.0,733.0,794.0,877.0,858.0,745.0,676.0,628.0,602.0,485.0,369.0,2020-10-18
70,9003670,ASTOR AVENUE,Wallace Avenue,Barnes Avenue,EB,2020-10-18,70.0,69.0,56.0,40.0,26.0,23.0,23.0,39.0,68.0,88.0,100.0,134.0,115.0,126.0,127.0,120.0,112.0,135.0,147.0,97.0,68.0,104.0,65.0,73.0,2020-10-18
70,9003670,ASTOR AVENUE,Wallace Avenue,Barnes Avenue,WB,2020-10-18,53.0,19.0,24.0,26.0,17.0,11.0,28.0,56.0,71.0,94.0,102.0,122.0,130.0,152.0,160.0,150.0,124.0,105.0,92.0,117.0,77.0,79.0,59.0,34.0,2020-10-18
72,157870,ATLANTIC AVENUE,Crescent Street,Autumn Avenue,EB,2020-10-18,250.0,234.0,189.0,139.0,107.0,91.0,91.0,144.0,187.0,221.0,342.0,397.0,467.0,516.0,519.0,489.0,503.0,486.0,442.0,391.0,400.0,330.0,272.0,200.0,2020-10-18
72,158264,ATLANTIC AVENUE,Hemlock Street,Autumn Avenue,WB,2020-10-18,296.0,270.0,209.0,155.0,126.0,129.0,160.0,221.0,298.0,355.0,432.0,475.0,579.0,583.0,599.0,663.0,649.0,667.0,551.0,552.0,436.0,395.0,325.0,263.0,2020-10-18
74,41720,AVENUE D,Brooklyn Avenue,East 37th Street,EB,2020-10-18,136.0,114.0,83.0,52.0,55.0,62.0,87.0,118.0,135.0,160.0,189.0,196.0,212.0,232.0,266.0,258.0,254.0,218.0,211.0,234.0,194.0,145.0,118.0,98.0,2020-10-18
74,41720,AVENUE D,Brooklyn Avenue,East 37th Street,WB,2020-10-18,86.0,84.0,69.0,45.0,50.0,32.0,79.0,82.0,102.0,122.0,158.0,159.0,152.0,177.0,226.0,218.0,194.0,189.0,203.0,163.0,118.0,101.0,78.0,87.0,2020-10-18
75,41040,AVENUE J,Schenectady Avenue,East 48th Street,EB,2020-10-18,66.0,44.0,24.0,27.0,19.0,14.0,28.0,54.0,65.0,92.0,96.0,103.0,131.0,154.0,166.0,154.0,144.0,143.0,109.0,112.0,96.0,65.0,61.0,54.0,2020-10-18
75,41040,AVENUE J,Schenectady Avenue,East 48th Street,WB,2020-10-18,44.0,8.0,15.0,26.0,13.0,18.0,45.0,56.0,73.0,95.0,114.0,142.0,132.0,156.0,159.0,140.0,151.0,123.0,115.0,114.0,85.0,70.0,68.0,27.0,2020-10-18
76,27139,AVENUE M,East 15th Street,Buckingham Road,EB,2020-10-18,68.0,38.0,34.0,24.0,19.0,19.0,30.0,35.0,75.0,57.0,62.0,83.0,96.0,99.0,103.0,118.0,128.0,106.0,113.0,122.0,180.0,224.0,145.0,128.0,2020-10-18
