ID,SegmentID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,day
100,8152,BRIELLE AVENUE,Suffolk Avenue,Livingston Avenue,EB,2020-10-03,19.0,33.0,30.0,7.0,12.0,23.0,29.0,55.0,54.0,57.0,75.0,112.0,153.0,154.0,145.0,163.0,136.0,123.0,133.0,119.0,80.0,56.0,40.0,29.0,2020-10-03
100,8152,BRIELLE AVENUE,Suffolk Avenue,Livingston Avenue,WB,2020-10-03,29.0,9.0,10.0,12.0,12.0,12.0,17.0,39.0,72.0,91.0,177.0,326.0,347.0,388.0,332.0,289.0,189.0,121.0,92.0,80.0,63.0,39.0,57.0,30.0,2020-10-03
102,147673,BROADWAY,Van Cortlandt Park South,West 242nd Street,SB,2020-10-03,120.0,102.0,56.0,56.0,45.0,61.0,112.0,207.0,276.0,323.0,370.0,457.0,457.0,446.0,423.0,451.0,434.0,413.0,426.0,347.0,268.0,211.0,199.0,166.0,2020-10-03
102,255653,BROADWAY,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,SB,2020-10-03,48.0,50.0,28.0,20.0,25.0,40.0,54.0,69.0,95.0,127.0,183.0,151.0,172.0,182.0,176.0,153.0,165.0,127.0,140.0,103.0,97.0,80.0,69.0,64.0,2020-10-03
102,158447,BROADWAY,West 242nd Street,Van Cortlandt Park South,NB,2020-10-03,189.0,146.0,100.0,74.0,66.0,91.0,149.0,324.0,348.0,480.0,577.0,647.0,668.0,650.0,693.0,701.0,662.0,604.0,551.0,485.0,442.0,342.0,293.0,269.0,2020-10-03
109,221955,BROADWAY,West 260th Street,West 261st Street,NB,2020-10-03,307.0,218.0,153.0,104.0,78.0,97.0,143.0,262.0,299.0,308.0,388.0,446.0,438.0,505.0,534.0,593.0,617.0,597.0,607.0,542.0,542.0,503.0,482.0,444.0,2020-10-03
109,221955,BROADWAY,West 260th Street,West 261st Street,SB,2020-10-03,206.0,173.0,126.0,84.0,94.0,136.0,227.0,319.0,379.0,422.0,411.0,507.0,547.0,560.0,517.0,615.0,530.0,543.0,513.0,477.0,389.0,329.0,285.0,278.0,2020-10-03
112,9003976,BURKE AVENUE,Yates Avenue,Bouck Avenue,EB,2020-10-03,82.0,43.0,35.0,24.0,24.0,33.0,63.0,90.0,118.0,164.0,193.0,226.0,212.0,271.0,251.0,284.0,274.0,254.0,273.0,262.0,187.0,166.0,141.0,108.0,2020-10-03
112,9003976,BURKE AVENUE,Yates Avenue,Bouck Avenue,WB,2020-10-03,54.0,46.0,25.0,18.0,31.0,28.0,27.0,78.0,90.0,144.0,145.0,139.0,169.0,188.0,193.0,192.0,209.0,190.0,205.0,185.0,155.0,134.0,106.0,79.0,2020-10-03
114,9002977,CALHOUN AVENUE,East 177th Street,Dewey Avenue,NB,2020-10-03,15.0,5.0,4.0,4.0,1.0,1.0,5.0,2.0,7.0,8.0,18.0,25.0,7.0,40.0,64.0,17.0,42.0,15.0,18.0,29.0,16.0,23.0,25.0,7.0,2020-10-03
114,9002977,CALHOUN AVENUE,East 177th Street,Dewey Avenue,SB,2020-10-03,35.0,25.0,21.0,14.0,21.0,13.0,23.0,41.0,46.0,55.0,78.0,68.0,79.0,71.0,85.0,90.0,83.0,111.0,89.0,96.0,83.0,84.0,62.0,65.0,2020-10-03
125,160467,CLOVE ROAD,Narrows Road North,Staten Island Expressway,NB,2020-10-03,145.0,68.0,69.0,43.0,37.0,35.0,124.0,235.0,281.0,363.0,371.0,416.0,519.0,472.0,513.0,535.0,587.0,498.0,523.0,464.0,374.0,323.0,259.0,268.0,2020-10-03
125,160467,CLOVE ROAD,Narrows Road North,Staten Island Expressway,SB,2020-10-03,191.0,113.0,89.0,74.0,120.0,151.0,250.0,365.0,442.0,445.0,450.0,482.0,497.0,448.0,557.0,575.0,548.0,487.0,534.0,455.0,388.0,387.0,292.0,296.0,2020-10-03
139,95624,DYRE AVENUE,Lustre Street,West Kingsbridge Road,NB,2020-10-03,88.0,47.0,25.0,22.0,24.0,37.0,59.0,98.0,138.0,140.0,185.0,195.0,241.0,234.0,252.0,272.0,241.0,240.0,252.0,190.0,239.0,149.0,118.0,93.0,2020-10-03
139,95624,DYRE AVENUE,Lustre Street,West Kingsbridge Road,SB,2020-10-03,86.0,49.0,37.0,32.0,30.0,47.0,111.0,146.0,192.0,201.0,244.0,263.0,269.0,279.0,267.0,274.0,276.0,300.0,265.0,255.0,215.0,163.0,146.0,113.0,2020-10-03
156,89015,EAST 233rd STREET,Metro North Harlem Line,Bronx River Shoreline,EB,2020-10-03,485.0,319.0,215.0,165.0,131.0,160.0,295.0,496.0,638.0,675.0,716.0,813.0,911.0,975.0,1141.0,1091.0,1231.0,1149.0,1127.0,1146.0,997.0,841.0,710.0,681.0,2020-10-03
