ID,SegmentID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,day
1,36403,1st AVENUE,East 60th Street,East 61st Street,NB,2020-11-19,325.0,212.0,140.0,218.0,324.0,493.0,1062.0,1563.0,1631.0,1530.0,1493.0,1395.0,1388.0,1387.0,1446.0,1474.0,1429.0,1474.0,1344.0,1110.0,892.0,751.0,661.0,609.0,2020-11-19
2,260786,1 Avenue,E 120th St,E 124th St,NB,2020-11-19,667.0,460.0,357.0,292.0,407.0,551.0,895.0,1422.0,1612.0,1196.0,1102.0,1253.0,1260.0,1408.0,1513.0,1841.0,1746.0,1445.0,1458.0,1482.0,1315.0,1064.0,973.0,905.0,2020-11-19
3,33119,1st AVENUE,East 11th Street,East 12th Street,NB,2020-11-19,385.0,317.0,224.0,217.0,243.0,401.0,638.0,829.0,937.0,927.0,840.0,826.0,876.0,812.0,978.0,1014.0,919.0,978.0,1098.0,1150.0,1148.0,977.0,852.0,687.0,2020-11-19
4,34654,1st AVENUE,East 26th Street,East 27th Street,NB,2020-11-19,423.0,284.0,263.0,207.0,242.0,418.0,629.0,832.0,916.0,949.0,829.0,888.0,876.0,896.0,1036.0,1065.0,1017.0,1009.0,1112.0,1224.0,1161.0,1009.0,843.0,646.0,2020-11-19
7,177454,103rd STREET,Northern Boulevard,34th Avenue,NB,2020-11-19,32.0,16.0,14.0,7.0,11.0,29.0,75.0,83.0,68.0,90.0,70.0,88.0,93.0,91.0,89.0,87.0,133.0,117.0,130.0,98.0,85.0,72.0,39.0,43.0,2020-11-19
9,177488,108th STREET,Northern Boulevard,34thAvenue,NB,2020-11-19,34.0,24.0,17.0,18.0,33.0,71.0,133.0,193.0,197.0,164.0,189.0,142.0,164.0,164.0,172.0,187.0,215.0,210.0,211.0,146.0,176.0,128.0,102.0,65.0,2020-11-19
9,177488,108th STREET,Northern Boulevard,34th Avenue,SB,2020-11-19,49.0,37.0,30.0,29.0,26.0,71.0,120.0,162.0,195.0,187.0,213.0,214.0,204.0,224.0,198.0,267.0,360.0,307.0,272.0,242.0,197.0,186.0,148.0,115.0,2020-11-19
10,33411,11th AVENUE,West 27th Street,West 28th Street,SB,2020-11-19,76.0,57.0,87.0,68.0,102.0,172.0,344.0,478.0,562.0,585.0,544.0,477.0,535.0,507.0,490.0,462.0,532.0,409.0,440.0,346.0,299.0,274.0,252.0,252.0,2020-11-19
11,33615,11th AVENUE,West 44th Street,West 45th Street,NB,2020-11-19,240.0,199.0,125.0,118.0,145.0,328.0,485.0,678.0,802.0,903.0,856.0,725.0,684.0,713.0,773.0,841.0,825.0,770.0,657.0,642.0,544.0,424.0,331.0,240.0,2020-11-19
11,33615,11 AVENUE,West 44th Street,West 45th Street,SB,2020-11-19,305.0,229.0,189.0,248.0,252.0,487.0,720.0,729.0,745.0,688.0,555.0,616.0,556.0,567.0,531.0,581.0,691.0,813.0,727.0,702.0,563.0,616.0,542.0,436.0,2020-11-19
