ID,SegmentID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,day
52,158764,ADAM C POWELL BOULEVARD,West 122nd Street,West 123rd Street,NB,2020-11-07,233.0,147.0,134.0,86.0,76.0,47.0,69.0,127.0,222.0,269.0,339.0,377.0,466.0,527.0,505.0,553.0,640.0,558.0,519.0,480.0,501.0,446.0,347.0,241.0,2020-11-07
52,159196,ADAM C POWELL BOULEVARD,West 122nd Street,West 123rd Street,SB,2020-11-07,230.0,219.0,149.0,105.0,91.0,74.0,121.0,228.0,246.0,353.0,389.0,372.0,400.0,421.0,474.0,522.0,470.0,527.0,536.0,529.0,420.0,405.0,301.0,252.0,2020-11-07
53,159048,ADAM C POWELL BOULEVARD,West 148th Street,West 149th Street,SB,2020-11-07,182.0,153.0,129.0,107.0,100.0,145.0,212.0,246.0,307.0,372.0,368.0,365.0,390.0,387.0,443.0,448.0,445.0,443.0,375.0,377.0,368.0,327.0,279.0,250.0,2020-11-07
53,133984,ADAM C POWELL BOULEVARD,West 148th Street,West 149th Street,NB,2020-11-07,352.0,248.0,196.0,164.0,145.0,120.0,133.0,247.0,283.0,360.0,411.0,425.0,459.0,475.0,500.0,497.0,509.0,526.0,549.0,509.0,512.0,495.0,467.0,410.0,2020-11-07
61,38361,AMSTERDAM AVENUE,West 118th Street,West 119th Street,NB,2020-11-07,254.0,246.0,230.0,195.0,158.0,149.0,137.0,216.0,338.0,392.0,389.0,322.0,356.0,390.0,368.0,430.0,471.0,419.0,461.0,422.0,389.0,375.0,317.0,313.0,2020-11-07
61,38361,AMSTERDAM AVENUE,West 118th Street,West 119th Street,SB,2020-11-07,159.0,123.0,102.0,69.0,83.0,77.0,135.0,174.0,209.0,215.0,209.0,167.0,177.0,208.0,197.0,242.0,223.0,205.0,185.0,221.0,203.0,137.0,121.0,97.0,2020-11-07
62,39011,AMSTERDAM AVENUE,West 147th Street,West 148th Street,NB,2020-11-07,311.0,207.0,203.0,177.0,168.0,164.0,171.0,233.0,277.0,269.0,351.0,361.0,393.0,423.0,448.0,430.0,448.0,436.0,373.0,390.0,385.0,333.0,325.0,332.0,2020-11-07
62,39011,AMSTERDAM AVENUE,West 147th Street,West 148th Street,SB,2020-11-07,236.0,223.0,158.0,114.0,138.0,110.0,140.0,165.0,212.0,205.0,225.0,246.0,277.0,282.0,278.0,335.0,385.0,356.0,298.0,342.0,294.0,285.0,275.0,248.0,2020-11-07
103,152668,BROADWAY,West 147th Street,West 148th Street,SB,2020-11-07,402.0,300.0,247.0,207.0,192.0,211.0,288.0,398.0,402.0,383.0,424.0,440.0,496.0,509.0,546.0,556.0,491.0,511.0,464.0,429.0,378.0,374.0,328.0,339.0,2020-11-07
103,158602,BROADWAY,West 147th Street,West 148th Street,NB,2020-11-07,418.0,331.0,252.0,223.0,192.0,179.0,198.0,263.0,351.0,377.0,438.0,486.0,437.0,462.0,494.0,524.0,498.0,444.0,381.0,384.0,339.0,328.0,314.0,276.0,2020-11-07
104,72608,BROADWAY,Cumming Street,Dyckman Street,EB,2020-11-07,182.0,99.0,117.0,119.0,136.0,184.0,212.0,325.0,354.0,490.0,618.0,694.0,764.0,678.0,729.0,729.0,790.0,798.0,906.0,761.0,763.0,657.0,668.0,488.0,2020-11-07
104,72608,BROADWAY,Cumming Street,Dyckman Street,WB,2020-11-07,119.0,82.0,71.0,61.0,97.0,208.0,284.0,318.0,379.0,410.0,480.0,511.0,646.0,612.0,636.0,715.0,668.0,622.0,669.0,585.0,584.0,461.0,492.0,486.0,2020-11-07
105,31783,BROADWAY,Leonard Street,Worth Street,SB,2020-11-07,630.0,625.0,505.0,294.0,230.0,208.0,236.0,275.0,294.0,331.0,388.0,435.0,499.0,512.0,555.0,492.0,638.0,574.0,594.0,563.0,562.0,570.0,525.0,576.0,2020-11-07
106,32364,BROADWAY,Prince Street,Spring Street,SB,2020-11-07,455.0,310.0,266.0,182.0,127.0,127.0,205.0,306.0,315.0,423.0,480.0,612.0,743.0,742.0,726.0,685.0,738.0,720.0,810.0,832.0,887.0,740.0,725.0,555.0,2020-11-07
121,162555,CHERRY STREET,Market Street,Catherine Street,WB,2020-11-07,49.0,16.0,11.0,10.0,8.0,9.0,15.0,41.0,55.0,69.0,61.0,87.0,94.0,74.0,86.0,63.0,95.0,77.0,75.0,43.0,72.0,40.0,27.0,20.0,2020-11-07
138,72596,DYCKMAN STREET,Sherman Avenue,Vermilyea Avenue,NB,2020-11-07,115.0,74.0,64.0,54.0,50.0,100.0,143.0,132.0,206.0,248.0,276.0,321.0,399.0,396.0,362.0,456.0,399.0,362.0,348.0,338.0,336.0,288.0,273.0,202.0,2020-11-07
138,72596,DYCKMAN STREET,Sherman Avenue,Vermilyea Avenue,SB,2020-11-07,179.0,159.0,133.0,131.0,106.0,112.0,118.0,172.0,252.0,295.0,290.0,326.0,396.0,369.0,325.0,379.0,464.0,403.0,361.0,339.0,361.0,244.0,268.0,266.0,2020-11-07
173,32651,FORSYTH STREET,Grand Street,Broome Street,NB,2020-11-07,112.0,62.0,70.0,47.0,26.0,15.0,36.0,58.0,56.0,105.0,114.0,124.0,124.0,127.0,142.0,120.0,116.0,123.0,175.0,141.0,122.0,104.0,102.0,95.0,2020-11-07
179,38619,FREDERICK DOUGLASS BOULEVARD,West 123rd Street,West 124th Street,NB,2020-11-07,177.0,131.0,96.0,97.0,78.0,93.0,103.0,103.0,152.0,226.0,263.0,339.0,335.0,350.0,410.0,439.0,429.0,417.0,339.0,307.0,286.0,300.0,301.0,284.0,2020-11-07
179,38619,FREDERICK DOUGLASS BOULEVARD,West 123rd Street,West 124th Street,SB,2020-11-07,179.0,147.0,108.0,110.0,86.0,95.0,99.0,168.0,218.0,252.0,277.0,305.0,306.0,317.0,341.0,332.0,369.0,414.0,342.0,320.0,311.0,309.0,269.0,217.0,2020-11-07
179,69154,FREDERICK DOUGLASS BOULEVARD,West 147th Street,West 148th Street,NB,2020-11-07,206.0,150.0,148.0,128.0,124.0,110.0,118.0,143.0,196.0,214.0,254.0,246.0,290.0,311.0,303.0,339.0,398.0,366.0,293.0,258.0,244.0,274.0,254.0,202.0,2020-11-07
179,69154,FREDERICK DOUGLASS BOULEVARD,West 147th Street,West 148th Street,SB,2020-11-07,206.0,150.0,148.0,128.0,124.0,110.0,118.0,143.0,196.0,214.0,254.0,246.0,290.0,311.0,303.0,339.0,398.0,366.0,293.0,258.0,244.0,274.0,254.0,202.0,2020-11-07
197,31914,HUDSON STREET,Charlton Street,King Street,NB,2020-11-07,149.0,108.0,73.0,65.0,53.0,53.0,191.0,295.0,357.0,436.0,488.0,616.0,727.0,759.0,786.0,787.0,818.0,775.0,768.0,814.0,648.0,452.0,411.0,344.0,2020-11-07
214,110941,LAFAYETTE STREET,Cleveland Place,Prince Street,NB,2020-11-07,113.0,98.0,77.0,57.0,38.0,69.0,56.0,115.0,184.0,222.0,316.0,377.0,482.0,535.0,500.0,555.0,558.0,597.0,544.0,653.0,535.0,414.0,326.0,287.0,2020-11-07
