ID,SegmentID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,day
8,109816,10 Avenue,67 Street,68 Street,NB,2019-10-17,33.0,12.0,17.0,19.0,18.0,33.0,136.0,272.0,348.0,260.0,210.0,205.0,132.0,155.0,180.0,234.0,250.0,240.0,181.0,107.0,112.0,57.0,51.0,47.0,2019-10-17
8,109816,10 Avenue,67 Street,68 Street,SB,2019-10-17,27.0,19.0,19.0,13.0,15.0,17.0,78.0,228.0,162.0,146.0,165.0,113.0,185.0,166.0,198.0,212.0,325.0,293.0,177.0,145.0,108.0,102.0,57.0,38.0,2019-10-17
14,19761,14 Avenue,72 Street,73 Street,NB,2019-10-17,30.0,16.0,20.0,11.0,17.0,54.0,134.0,291.0,277.0,261.0,219.0,182.0,231.0,232.0,250.0,290.0,239.0,269.0,263.0,207.0,172.0,131.0,94.0,64.0,2019-10-17
14,19761,14 Avenue,72 Street,73 Street,SB,2019-10-17,31.0,36.0,21.0,12.0,23.0,45.0,114.0,257.0,248.0,204.0,233.0,246.0,295.0,319.0,371.0,299.0,313.0,331.0,267.0,230.0,203.0,163.0,84.0,90.0,2019-10-17
15,19991,18 Avenue,72 Street,73 Street,NB,2019-10-17,86.0,61.0,22.0,32.0,39.0,137.0,388.0,540.0,486.0,455.0,426.0,460.0,378.0,398.0,454.0,468.0,487.0,416.0,455.0,430.0,383.0,302.0,176.0,154.0,2019-10-17
15,19991,18 Avenue,72 Street,73 Street,SB,2019-10-17,73.0,35.0,33.0,20.0,26.0,77.0,145.0,287.0,331.0,313.0,322.0,344.0,391.0,398.0,395.0,354.0,376.0,425.0,374.0,341.0,302.0,245.0,152.0,108.0,2019-10-17
16,20138,18 Avenue,71 Street,72 Street,NB,2019-10-17,73.0,49.0,28.0,21.0,33.0,122.0,347.0,483.0,476.0,440.0,414.0,422.0,396.0,341.0,412.0,495.0,501.0,399.0,405.0,369.0,341.0,256.0,141.0,123.0,2019-10-17
16,20138,18 Avenue,71 Street,72 Street,SB,2019-10-17,75.0,74.0,41.0,32.0,41.0,69.0,182.0,424.0,418.0,395.0,308.0,350.0,333.0,381.0,381.0,452.0,517.0,533.0,501.0,414.0,380.0,319.0,177.0,136.0,2019-10-17
30,21028,3 Avenue,29 Street,30 Street,NB,2019-10-17,174.0,155.0,122.0,136.0,236.0,1044.0,2157.0,2230.0,1880.0,1474.0,1331.0,1237.0,1077.0,1138.0,1165.0,1249.0,1390.0,1343.0,1279.0,900.0,618.0,460.0,338.0,306.0,2019-10-17
30,21024,3 Avenue,29 Street,30 Street,SB,2019-10-17,293.0,105.0,93.0,59.0,76.0,100.0,258.0,441.0,662.0,732.0,827.0,945.0,935.0,816.0,1281.0,1575.0,1678.0,1670.0,1440.0,909.0,539.0,477.0,430.0,234.0,2019-10-17
