ID,SegmentID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,day
5,33758,10TH AVENUE,West 45th Street,West 46th Street,NB,2020-10-15,522.0,363.0,268.0,223.0,374.0,769.0,1420.0,1564.0,1561.0,1609.0,1463.0,1371.0,1451.0,1358.0,1521.0,1422.0,1222.0,1426.0,1352.0,1172.0,1052.0,981.0,880.0,776.0,2020-10-15
6,57189,101 AVENUE,Waltham Street,146th Street,WB,2020-10-15,46.0,20.0,16.0,11.0,23.0,70.0,182.0,274.0,259.0,193.0,176.0,152.0,193.0,214.0,251.0,222.0,261.0,312.0,282.0,231.0,134.0,100.0,95.0,50.0,2020-10-15
8,82326,108 STREET,62nd Avenue,Apex Place,NB,2020-10-15,31.0,15.0,5.0,10.0,18.0,47.0,99.0,215.0,272.0,165.0,216.0,263.0,194.0,218.0,208.0,200.0,209.0,233.0,207.0,188.0,121.0,67.0,61.0,47.0,2020-10-15
8,82326,108 STREET,62nd Avenue,Apex Place,SB,2020-10-15,125.0,57.0,27.0,27.0,31.0,82.0,262.0,296.0,518.0,477.0,473.0,501.0,481.0,522.0,499.0,600.0,630.0,674.0,538.0,629.0,506.0,346.0,257.0,180.0,2020-10-15
12,63023,120 AVENUE,191th Street,192th Street,EB,2020-10-15,64.0,39.0,29.0,31.0,34.0,59.0,118.0,245.0,302.0,240.0,208.0,227.0,271.0,299.0,424.0,499.0,478.0,454.0,382.0,327.0,265.0,192.0,156.0,128.0,2020-10-15
12,63023,120 AVENUE,191th Street,192th Street,WB,2020-10-15,64.0,17.0,20.0,19.0,38.0,60.0,129.0,222.0,221.0,167.0,170.0,170.0,189.0,221.0,261.0,304.0,272.0,308.0,300.0,274.0,211.0,130.0,101.0,91.0,2020-10-15
14,19653,13th AVENUE,71st Street,72nd Street,EB,2020-10-15,21.0,14.0,12.0,7.0,13.0,42.0,77.0,168.0,183.0,176.0,156.0,189.0,177.0,176.0,184.0,214.0,214.0,235.0,160.0,159.0,126.0,101.0,62.0,55.0,2020-10-15
14,19653,13th AVENUE,71st Street,72nd Street,WB,2020-10-15,29.0,19.0,16.0,9.0,10.0,28.0,77.0,142.0,221.0,164.0,211.0,192.0,212.0,184.0,205.0,270.0,284.0,249.0,233.0,194.0,139.0,96.0,67.0,58.0,2020-10-15
15,19762,14th AVENUE,71st Street,72nd Street,NB,2020-10-15,43.0,28.0,11.0,10.0,22.0,40.0,78.0,183.0,265.0,207.0,229.0,240.0,267.0,272.0,255.0,257.0,242.0,301.0,223.0,195.0,150.0,136.0,86.0,72.0,2020-10-15
15,19762,14th AVENUE,71st Street,72nd Street,SB,2020-10-15,32.0,24.0,13.0,7.0,22.0,34.0,109.0,215.0,241.0,228.0,180.0,180.0,201.0,214.0,237.0,223.0,225.0,254.0,224.0,186.0,169.0,111.0,74.0,58.0,2020-10-15
21,21018,3rd AVENUE,30th Street,31st Street,SB,2020-10-15,104.0,66.0,70.0,59.0,62.0,95.0,236.0,417.0,742.0,737.0,1004.0,922.0,977.0,1054.0,1100.0,1591.0,1736.0,1591.0,1470.0,997.0,468.0,248.0,237.0,191.0,2020-10-15
21,21022,3rd AVENUE,30th Street,31st Street,NB,2020-10-15,157.0,118.0,95.0,127.0,211.0,810.0,1778.0,2089.0,1508.0,1517.0,1142.0,1110.0,1083.0,1284.0,1320.0,1230.0,1147.0,1270.0,1164.0,682.0,521.0,304.0,334.0,256.0,2020-10-15
22,22806,3rd AVENUE,Baltic Street,Butler Street,NB,2020-10-15,45.0,33.0,21.0,20.0,27.0,121.0,377.0,339.0,279.0,180.0,252.0,304.0,309.0,301.0,320.0,401.0,357.0,345.0,305.0,219.0,156.0,120.0,87.0,60.0,2020-10-15
22,22806,3rd AVENUE,Baltic Street,Butler Street,SB,2020-10-15,27.0,28.0,12.0,18.0,23.0,59.0,93.0,112.0,137.0,123.0,177.0,292.0,279.0,284.0,329.0,293.0,262.0,285.0,259.0,266.0,179.0,108.0,67.0,75.0,2020-10-15
44,133942,65th Street,5th Avenue,6th Avenue,EB,2020-10-15,46.0,34.0,27.0,20.0,18.0,51.0,111.0,160.0,247.0,234.0,234.0,242.0,294.0,266.0,299.0,360.0,379.0,371.0,380.0,267.0,160.0,139.0,99.0,62.0,2020-10-15
44,133942,65th Street,5th Avenue,6th Avenue,WB,2020-10-15,88.0,51.0,43.0,63.0,93.0,399.0,858.0,793.0,708.0,548.0,363.0,387.0,376.0,417.0,410.0,427.0,364.0,382.0,305.0,226.0,197.0,169.0,173.0,108.0,2020-10-15
50,33850,9TH AVENUE,West 46th Street,West 47th Street,SB,2020-10-15,430.0,339.0,310.0,197.0,165.0,236.0,498.0,640.0,796.0,820.0,839.0,893.0,1012.0,1014.0,1115.0,1133.0,1121.0,868.0,783.0,812.0,759.0,801.0,643.0,610.0,2020-10-15
70,9003670,ASTOR AVENUE,Wallace Avenue,Barnes Avenue,EB,2020-10-15,34.0,29.0,25.0,12.0,9.0,26.0,68.0,156.0,175.0,121.0,102.0,152.0,113.0,111.0,149.0,122.0,163.0,159.0,161.0,137.0,108.0,98.0,58.0,45.0,2020-10-15
70,9003670,ASTOR AVENUE,Wallace Avenue,Barnes Avenue,WB,2020-10-15,36.0,15.0,15.0,8.0,19.0,38.0,97.0,193.0,188.0,133.0,139.0,136.0,148.0,177.0,194.0,182.0,223.0,219.0,152.0,104.0,90.0,81.0,49.0,57.0,2020-10-15
72,157870,ATLANTIC AVENUE,Crescent Street,Autumn Avenue,EB,2020-10-15,172.0,112.0,107.0,79.0,86.0,145.0,276.0,385.0,406.0,433.0,486.0,567.0,552.0,633.0,696.0,810.0,789.0,900.0,802.0,621.0,436.0,379.0,304.0,246.0,2020-10-15
72,158264,ATLANTIC AVENUE,Hemlock Street,Autumn Avenue,WB,2020-10-15,207.0,110.0,106.0,81.0,130.0,312.0,544.0,807.0,734.0,638.0,558.0,616.0,655.0,742.0,727.0,820.0,731.0,750.0,746.0,567.0,499.0,412.0,281.0,231.0,2020-10-15
74,41720,AVENUE D,Brooklyn Avenue,East 37th Street,EB,2020-10-15,75.0,52.0,45.0,26.0,43.0,75.0,129.0,210.0,263.0,225.0,232.0,230.0,196.0,249.0,254.0,283.0,279.0,321.0,335.0,295.0,232.0,170.0,111.0,106.0,2020-10-15
