ID,SegmentID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,day
17,96671,188 Street,Rio Drive,Henley Road,NB,2019-09-24,157.0,73.0,88.0,94.0,203.0,424.0,847.0,1023.0,942.0,778.0,606.0,581.0,666.0,769.0,879.0,804.0,694.0,638.0,714.0,679.0,589.0,453.0,389.0,275.0,2019-09-24
17,96671,188 Street,Rio Drive,Henley Road,SB,2019-09-24,227.0,150.0,89.0,53.0,92.0,180.0,238.0,481.0,558.0,480.0,345.0,404.0,427.0,503.0,595.0,677.0,703.0,788.0,718.0,684.0,628.0,476.0,408.0,337.0,2019-09-24
23,117242,200 Street,36 Avenue,Francis Lewis Boulevard,NB,2019-09-24,9.0,5.0,0.0,7.0,0.0,3.0,32.0,108.0,135.0,88.0,95.0,96.0,70.0,75.0,106.0,83.0,97.0,81.0,61.0,36.0,43.0,30.0,36.0,9.0,2019-09-24
27,98876,26 Avenue,201 Street,202 Street,EB,2019-09-24,27.0,11.0,3.0,5.0,14.0,33.0,140.0,360.0,395.0,286.0,235.0,237.0,281.0,267.0,309.0,375.0,328.0,378.0,320.0,208.0,135.0,83.0,57.0,37.0,2019-09-24
27,98876,26 Avenue,201 Street,202 Street,WB,2019-09-24,28.0,8.0,5.0,8.0,11.0,45.0,350.0,499.0,426.0,279.0,348.0,315.0,307.0,277.0,320.0,429.0,404.0,412.0,385.0,272.0,182.0,133.0,60.0,40.0,2019-09-24
40,97492,35 Avenue,Francis Lewis Boulevard,200 Street,EB,2019-09-24,38.0,12.0,17.0,11.0,18.0,54.0,129.0,355.0,277.0,220.0,270.0,301.0,301.0,318.0,358.0,425.0,384.0,404.0,377.0,277.0,220.0,116.0,103.0,44.0,2019-09-24
40,97492,35 Avenue,Francis Lewis Boulevard,200 Street,WB,2019-09-24,54.0,26.0,15.0,14.0,23.0,71.0,263.0,510.0,531.0,471.0,434.0,377.0,398.0,346.0,432.0,467.0,477.0,506.0,469.0,380.0,265.0,187.0,155.0,72.0,2019-09-24
41,97525,35 Avenue,203 Street,204 Street,EB,2019-09-24,35.0,11.0,11.0,14.0,15.0,63.0,123.0,426.0,421.0,333.0,323.0,365.0,322.0,391.0,495.0,569.0,594.0,446.0,435.0,329.0,302.0,213.0,84.0,58.0,2019-09-24
41,97525,35 Avenue,203 Street,204 Street,WB,2019-09-24,59.0,25.0,16.0,17.0,21.0,73.0,205.0,448.0,489.0,408.0,397.0,342.0,339.0,334.0,403.0,366.0,396.0,454.0,425.0,335.0,251.0,165.0,132.0,58.0,2019-09-24
42,21331,37 Street,12 Avenue,13 Avenue,EB,2019-09-24,63.0,47.0,36.0,24.0,23.0,55.0,109.0,213.0,286.0,333.0,280.0,292.0,281.0,291.0,312.0,315.0,328.0,328.0,351.0,330.0,270.0,244.0,349.0,186.0,2019-09-24
43,21327,39 Street,12 Avenue,13 Avenue,EB,2019-09-24,38.0,26.0,18.0,17.0,13.0,34.0,78.0,166.0,191.0,173.0,177.0,164.0,170.0,181.0,172.0,180.0,177.0,189.0,195.0,208.0,153.0,124.0,109.0,108.0,2019-09-24
43,21327,39 Street,12 Avenue,13 Avenue,WB,2019-09-24,49.0,29.0,18.0,17.0,16.0,36.0,84.0,210.0,220.0,187.0,176.0,182.0,154.0,139.0,147.0,162.0,126.0,158.0,137.0,156.0,111.0,104.0,123.0,95.0,2019-09-24
47,97302,45 Avenue,192 Street,193 Street,WB,2019-09-24,8.0,4.0,1.0,2.0,3.0,9.0,41.0,138.0,102.0,85.0,59.0,65.0,60.0,71.0,85.0,79.0,100.0,102.0,82.0,70.0,57.0,30.0,22.0,14.0,2019-09-24
47,97302,45 Avenue,192 Street,193 Street,EB,2019-09-24,15.0,11.0,13.0,8.0,12.0,20.0,37.0,134.0,222.0,157.0,98.0,99.0,99.0,112.0,131.0,158.0,198.0,150.0,156.0,112.0,86.0,57.0,31.0,17.0,2019-09-24
49,21164,49 Street,12 Avenue,13 Avenue,WB,2019-09-24,72.0,21.0,12.0,18.0,14.0,28.0,50.0,203.0,177.0,221.0,249.0,229.0,216.0,232.0,210.0,224.0,204.0,215.0,202.0,198.0,194.0,196.0,184.0,157.0,2019-09-24
55,28923,5 Avenue,Douglass Street,De Graw Street,NB,2019-09-24,96.0,34.0,36.0,19.0,38.0,52.0,152.0,253.0,346.0,339.0,323.0,325.0,317.0,343.0,348.0,361.0,354.0,347.0,351.0,273.0,172.0,206.0,186.0,110.0,2019-09-24
56,21148,50 Street,New Utecht Avenue,13 Avenue,EB,2019-09-24,82.0,22.0,12.0,10.0,15.0,46.0,86.0,139.0,181.0,210.0,254.0,250.0,256.0,205.0,237.0,243.0,242.0,250.0,256.0,246.0,204.0,232.0,215.0,162.0,2019-09-24
63,19805,60 Street,11 Avenue,12 Avenue,EB,2019-09-24,95.0,68.0,64.0,47.0,41.0,50.0,146.0,196.0,252.0,222.0,283.0,257.0,248.0,285.0,305.0,276.0,274.0,334.0,312.0,247.0,230.0,219.0,202.0,168.0,2019-09-24
63,19805,60 Street,11 Avenue,12 Avenue,WB,2019-09-24,64.0,37.0,32.0,29.0,42.0,48.0,114.0,192.0,255.0,239.0,237.0,215.0,242.0,244.0,214.0,217.0,221.0,259.0,233.0,169.0,186.0,292.0,224.0,183.0,2019-09-24
65,81815,63 Drive,Wetherole St.,Booth Street,NB,2019-09-24,98.0,35.0,23.0,22.0,50.0,111.0,362.0,486.0,323.0,342.0,289.0,348.0,320.0,345.0,342.0,367.0,343.0,280.0,275.0,355.0,271.0,230.0,192.0,122.0,2019-09-24
65,81815,63 Drive,Wetherole St.,Booth Street,SB,2019-09-24,33.0,23.0,13.0,4.0,16.0,37.0,93.0,179.0,191.0,241.0,163.0,144.0,198.0,200.0,191.0,231.0,218.0,246.0,248.0,229.0,185.0,96.0,91.0,38.0,2019-09-24
66,19566,65 Street,10 Avenue,11 Avenue,EB,2019-09-24,310.0,186.0,139.0,99.0,141.0,215.0,372.0,548.0,675.0,638.0,661.0,689.0,717.0,720.0,834.0,912.0,1009.0,1203.0,1056.0,940.0,656.0,678.0,668.0,509.0,2019-09-24
66,19566,65 Street,10 Avenue,11 Avenue,WB,2019-09-24,220.0,121.0,99.0,105.0,217.0,366.0,650.0,1060.0,1204.0,1091.0,853.0,823.0,842.0,833.0,872.0,892.0,944.0,943.0,919.0,750.0,626.0,574.0,488.0,399.0,2019-09-24
67,20157,65 Street,18 Avenue,19 Avenue,EB,2019-09-24,188.0,100.0,65.0,97.0,70.0,159.0,254.0,557.0,676.0,610.0,677.0,683.0,639.0,666.0,810.0,1008.0,1218.0,1110.0,987.0,847.0,554.0,431.0,367.0,259.0,2019-09-24
67,20157,65 Street,18 Avenue,19 Avenue,WB,2019-09-24,154.0,62.0,66.0,69.0,90.0,220.0,604.0,1312.0,1384.0,1078.0,787.0,854.0,879.0,759.0,748.0,794.0,829.0,832.0,702.0,608.0,479.0,401.0,320.0,225.0,2019-09-24
71,96615,73 Avenue,194 Street,195 Street,WB,2019-09-24,16.0,11.0,6.0,3.0,10.0,47.0,324.0,605.0,622.0,432.0,282.0,227.0,271.0,244.0,340.0,361.0,332.0,392.0,320.0,207.0,176.0,123.0,71.0,34.0,2019-09-24
71,96615,73 Avenue,194 Street,195 Street,EB,2019-09-24,22.0,5.0,6.0,2.0,9.0,24.0,74.0,329.0,531.0,305.0,192.0,174.0,205.0,212.0,343.0,445.0,505.0,414.0,268.0,163.0,103.0,86.0,67.0,31.0,2019-09-24
75,19461,8 Avenue,67 Street,68 Street,NB,2019-09-24,47.0,24.0,30.0,18.0,26.0,50.0,120.0,279.0,253.0,286.0,232.0,231.0,200.0,215.0,217.0,167.0,218.0,313.0,384.0,303.0,219.0,184.0,171.0,78.0,2019-09-24
75,19461,8 Avenue,67 Street,68 Street,SB,2019-09-24,57.0,35.0,25.0,17.0,32.0,38.0,57.0,152.0,193.0,198.0,187.0,168.0,208.0,214.0,196.0,239.0,311.0,317.0,305.0,258.0,200.0,170.0,135.0,102.0,2019-09-24
77,52297,80 Street,68 Avenue,68 Road,NB,2019-09-24,59.0,38.0,28.0,30.0,65.0,207.0,486.0,449.0,459.0,377.0,364.0,372.0,412.0,404.0,447.0,490.0,497.0,539.0,481.0,388.0,287.0,227.0,177.0,106.0,2019-09-24
77,52297,80 Street,68 Avenue,68 Road,SB,2019-09-24,103.0,51.0,36.0,30.0,60.0,159.0,382.0,658.0,639.0,530.0,454.0,514.0,519.0,558.0,644.0,826.0,819.0,771.0,793.0,594.0,408.0,309.0,202.0,159.0,2019-09-24
82,112136,Amboy Road,3 Street,Dale Ave,NB,2019-09-24,49.0,25.0,19.0,26.0,64.0,236.0,750.0,932.0,855.0,642.0,479.0,475.0,425.0,467.0,598.0,547.0,503.0,448.0,442.0,328.0,252.0,165.0,155.0,111.0,2019-09-24
82,112136,Amboy Road,2 Street,Dale Ave.,SB,2019-09-24,47.0,29.0,24.0,13.0,22.0,53.0,106.0,375.0,332.0,284.0,230.0,266.0,301.0,333.0,446.0,537.0,558.0,548.0,470.0,302.0,216.0,157.0,117.0,71.0,2019-09-24
87,22924,Atlantic Avenue,3 Avenue,4 Avenue,WB,2019-09-24,172.0,151.0,127.0,192.0,674.0,1593.0,1823.0,1670.0,1530.0,1403.0,1169.0,1167.0,1154.0,1236.0,1312.0,1282.0,1357.0,1128.0,1026.0,851.0,844.0,844.0,526.0,378.0,2019-09-24
87,22924,Atlantic Avenue,3 Avenue,4 Avenue,EB,2019-09-24,172.0,151.0,127.0,192.0,674.0,1593.0,1823.0,1670.0,1530.0,1403.0,1169.0,1167.0,1154.0,1236.0,1312.0,1282.0,1357.0,1128.0,1026.0,851.0,844.0,844.0,526.0,378.0,2019-09-24
91,70892,Audubon Ave,West  166 St,West 167 St,NB,2019-09-24,29.0,22.0,12.0,7.0,7.0,17.0,37.0,81.0,90.0,97.0,71.0,82.0,65.0,96.0,149.0,137.0,143.0,119.0,89.0,86.0,89.0,78.0,87.0,55.0,2019-09-24
91,70892,Audubon Ave,West 166 St,West 167 St,SB,2019-09-24,35.0,24.0,18.0,6.0,14.0,25.0,101.0,144.0,116.0,122.0,96.0,89.0,63.0,87.0,126.0,96.0,85.0,98.0,85.0,71.0,52.0,60.0,73.0,46.0,2019-09-24
92,70931,Audubon Ave,West 172 St,West 173 St,NB,2019-09-24,35.0,33.0,22.0,9.0,10.0,28.0,47.0,85.0,81.0,80.0,98.0,106.0,125.0,140.0,139.0,147.0,174.0,143.0,119.0,104.0,68.0,77.0,70.0,57.0,2019-09-24
92,70931,Audubon Ave,West 172 St,West 173 St,SB,2019-09-24,58.0,36.0,24.0,15.0,24.0,45.0,168.0,244.0,279.0,204.0,155.0,172.0,159.0,157.0,178.0,200.0,182.0,189.0,187.0,148.0,95.0,106.0,94.0,76.0,2019-09-24
94,27017,Avenue J,East 12 Street,East 13 Street,EB,2019-09-24,123.0,60.0,49.0,36.0,33.0,70.0,189.0,260.0,293.0,305.0,234.0,201.0,222.0,185.0,243.0,241.0,225.0,301.0,272.0,299.0,358.0,251.0,211.0,186.0,2019-09-24
94,27017,Avenue J,East 12 Street,East 13 Street,WB,2019-09-24,132.0,54.0,29.0,38.0,71.0,142.0,249.0,315.0,275.0,227.0,258.0,257.0,216.0,244.0,225.0,184.0,222.0,252.0,262.0,280.0,288.0,211.0,280.0,188.0,2019-09-24
95,27147,Avenue M,Brighton Line,East 16 Street,EB,2019-09-24,57.0,21.0,23.0,12.0,24.0,55.0,114.0,196.0,225.0,233.0,210.0,189.0,178.0,149.0,141.0,199.0,193.0,176.0,210.0,177.0,177.0,200.0,172.0,117.0,2019-09-24
95,27147,Avenue M,Brighton Line,East 16 Street,WB,2019-09-24,52.0,36.0,23.0,26.0,22.0,60.0,152.0,213.0,152.0,84.0,180.0,158.0,126.0,147.0,139.0,168.0,145.0,116.0,202.0,160.0,233.0,193.0,137.0,90.0,2019-09-24
96,27120,Avenue N,East 15 Street,Brighton Line,EB,2019-09-24,188.0,97.0,39.0,30.0,48.0,87.0,346.0,595.0,700.0,747.0,654.0,724.0,665.0,576.0,671.0,695.0,643.0,645.0,671.0,653.0,559.0,496.0,407.0,339.0,2019-09-24
99,26964,Avenue P,East 12 Street,East 13 Street,EB,2019-09-24,92.0,61.0,37.0,28.0,36.0,78.0,184.0,390.0,528.0,428.0,474.0,477.0,488.0,501.0,529.0,574.0,628.0,608.0,580.0,598.0,610.0,446.0,375.0,240.0,2019-09-24
99,26964,Avenue P,East 12 Street,East 13 Street,WB,2019-09-24,90.0,57.0,42.0,30.0,79.0,154.0,369.0,590.0,623.0,529.0,569.0,630.0,556.0,628.0,670.0,563.0,535.0,442.0,486.0,521.0,413.0,289.0,202.0,136.0,2019-09-24
106,20147,Bay Ridge Avenue,19 Avenue,20 Avenue,EB,2019-09-24,18.0,13.0,22.0,17.0,13.0,19.0,46.0,95.0,107.0,76.0,119.0,140.0,136.0,134.0,134.0,178.0,173.0,175.0,192.0,104.0,73.0,75.0,58.0,32.0,2019-09-24
108,15736,Bay St,William St,Congress St,NB,2019-09-24,134.0,85.0,43.0,60.0,88.0,220.0,340.0,408.0,687.0,631.0,521.0,510.0,490.0,444.0,421.0,515.0,553.0,494.0,552.0,481.0,358.0,316.0,239.0,149.0,2019-09-24
108,15736,Bay St,William St,Congress St,SB,2019-09-24,107.0,64.0,56.0,52.0,93.0,184.0,417.0,572.0,718.0,565.0,609.0,646.0,558.0,613.0,586.0,620.0,729.0,699.0,593.0,483.0,358.0,293.0,221.0,155.0,2019-09-24
110,15540,Beach St,Union Pl,Van Duzer St,EB,2019-09-24,16.0,17.0,8.0,7.0,6.0,17.0,37.0,84.0,106.0,81.0,87.0,107.0,155.0,163.0,176.0,253.0,240.0,254.0,198.0,145.0,138.0,114.0,67.0,60.0,2019-09-24
110,15540,Beach St,Union Pl,Van Duzer St,WB,2019-09-24,21.0,20.0,8.0,15.0,13.0,33.0,118.0,173.0,258.0,181.0,150.0,170.0,149.0,156.0,159.0,212.0,195.0,165.0,141.0,130.0,108.0,82.0,64.0,50.0,2019-09-24
117,98338,Bell Boulevard,45 Drive,46 Avenue,NB,2019-09-24,26.0,7.0,6.0,8.0,17.0,54.0,165.0,407.0,561.0,313.0,300.0,307.0,321.0,330.0,429.0,407.0,364.0,399.0,348.0,277.0,225.0,166.0,74.0,44.0,2019-09-24
117,98338,Bell Boulevard,45 Drive,46 Avenue,SB,2019-09-24,57.0,23.0,17.0,10.0,16.0,30.0,120.0,416.0,486.0,274.0,268.0,284.0,307.0,401.0,453.0,499.0,539.0,472.0,469.0,413.0,288.0,210.0,137.0,93.0,2019-09-24
119,91014,Booth Memorial Ave.,College Point Boulevard,133 Street,EB,2019-09-24,134.0,64.0,47.0,31.0,20.0,39.0,67.0,154.0,265.0,251.0,239.0,202.0,257.0,290.0,309.0,345.0,347.0,327.0,371.0,373.0,281.0,252.0,196.0,208.0,2019-09-24
119,91014,Booth Memorial Ave.,College Point Boulevard,133 Street,WB,2019-09-24,142.0,72.0,41.0,32.0,39.0,48.0,176.0,348.0,533.0,584.0,497.0,463.0,387.0,375.0,363.0,349.0,395.0,364.0,353.0,334.0,310.0,275.0,222.0,163.0,2019-09-24
124,70939,Broadway,West 174 St,West 175 St,NB,2019-09-24,73.0,111.0,47.0,54.0,33.0,71.0,72.0,165.0,244.0,253.0,279.0,324.0,330.0,380.0,310.0,395.0,480.0,473.0,427.0,324.0,274.0,242.0,198.0,142.0,2019-09-24
124,70939,Broadway,West 174 St,West 175 St,SB,2019-09-24,148.0,169.0,120.0,63.0,133.0,211.0,491.0,582.0,469.0,454.0,332.0,350.0,378.0,355.0,357.0,348.0,298.0,331.0,290.0,277.0,196.0,196.0,152.0,145.0,2019-09-24
143,74501,Caldwell Avenue,72 Street,74 Street,WB,2019-09-24,32.0,20.0,8.0,15.0,46.0,53.0,180.0,378.0,359.0,263.0,202.0,211.0,256.0,283.0,394.0,404.0,430.0,447.0,352.0,328.0,256.0,132.0,110.0,73.0,2019-09-24
161,22219,Clinton Street,Sackett Street,Union Street,NB,2019-09-24,65.0,49.0,25.0,34.0,47.0,176.0,294.0,313.0,461.0,395.0,397.0,373.0,328.0,383.0,421.0,499.0,373.0,373.0,404.0,298.0,270.0,175.0,141.0,94.0,2019-09-24
162,15047,Clove Rd,Neckar Ave,Weser Ave,EB,2019-09-24,40.0,17.0,11.0,10.0,29.0,57.0,147.0,414.0,339.0,221.0,237.0,240.0,262.0,241.0,302.0,293.0,288.0,307.0,276.0,262.0,170.0,147.0,101.0,56.0,2019-09-24
162,15047,Clove Rd,Neckar Ave,Weser Ave,WB,2019-09-24,44.0,20.0,15.0,31.0,27.0,71.0,184.0,372.0,289.0,267.0,242.0,251.0,271.0,227.0,258.0,289.0,290.0,279.0,322.0,231.0,186.0,142.0,134.0,76.0,2019-09-24
163,157129,College Point Beoulevard,Dead End,Botanical Garden Bridge,NB,2019-09-24,153.0,99.0,73.0,54.0,73.0,110.0,318.0,586.0,632.0,509.0,663.0,746.0,753.0,748.0,843.0,883.0,904.0,1019.0,979.0,686.0,633.0,474.0,441.0,281.0,2019-09-24
