ID,SegmentID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,day
90,152665,ATLANTIC AVENUE,Classon Avenue,Franklin Avenue Shuttle Line,WB,2019-11-05,523.0,345.0,202.0,149.0,189.0,371.0,887.0,1451.0,1600.0,1598.0,1342.0,998.0,908.0,988.0,948.0,1086.0,1114.0,1072.0,1140.0,1164.0,909.0,740.0,712.0,685.0,2019-11-05
104,108866,Bainbridge Avenue,East 213 Street,Jerome Avenue,NB,2019-11-05,14.0,7.0,1.0,3.0,5.0,12.0,30.0,45.0,12.0,25.0,20.0,7.0,16.0,23.0,20.0,25.0,65.0,46.0,62.0,29.0,24.0,18.0,13.0,17.0,2019-11-05
104,108866,Bainbrige Avenue,East 213 Street,Jerome Avenue,SB,2019-11-05,31.0,21.0,11.0,8.0,17.0,61.0,198.0,311.0,259.0,192.0,156.0,135.0,141.0,134.0,147.0,158.0,152.0,161.0,145.0,120.0,86.0,75.0,73.0,65.0,2019-11-05
109,88826,Baychester Avenue,Tilotson Avenue,Dyre Avenue Line,NB,2019-11-05,119.0,134.0,66.0,54.0,83.0,189.0,509.0,721.0,663.0,528.0,503.0,547.0,475.0,444.0,446.0,631.0,819.0,530.0,509.0,285.0,281.0,258.0,191.0,158.0,2019-11-05
109,88826,Baychester Avenue,Tilotson Avenue,Dyre Avenue Line,SB,2019-11-05,96.0,63.0,45.0,61.0,104.0,218.0,409.0,613.0,571.0,421.0,437.0,474.0,468.0,501.0,562.0,604.0,588.0,578.0,547.0,384.0,305.0,290.0,224.0,191.0,2019-11-05
120,88298,Boston Road,Fish Avenue,Seymour Avenue,EB,2019-11-05,101.0,84.0,54.0,42.0,62.0,112.0,242.0,487.0,494.0,453.0,486.0,570.0,573.0,589.0,612.0,712.0,689.0,638.0,520.0,502.0,341.0,296.0,202.0,191.0,2019-11-05
120,88298,Boston Road,Fish Avenue,Seymour Avenue,WB,2019-11-05,155.0,70.0,50.0,59.0,54.0,120.0,318.0,590.0,593.0,510.0,572.0,575.0,524.0,626.0,653.0,663.0,678.0,747.0,607.0,494.0,393.0,297.0,215.0,154.0,2019-11-05
121,146329,Boston Road,Connector,Connector,WB,2019-11-05,107.0,40.0,37.0,42.0,72.0,176.0,424.0,697.0,629.0,548.0,621.0,654.0,708.0,761.0,810.0,827.0,802.0,837.0,722.0,602.0,417.0,330.0,236.0,223.0,2019-11-05
121,146328,Boston Road,Connector,Connector,EB,2019-11-05,73.0,47.0,33.0,48.0,58.0,172.0,380.0,510.0,570.0,523.0,612.0,631.0,790.0,762.0,737.0,745.0,766.0,725.0,629.0,489.0,347.0,238.0,220.0,140.0,2019-11-05
125,81165,Broadway,West 259 Street,West 260 Street,NB,2019-11-05,179.0,97.0,68.0,57.0,97.0,141.0,287.0,485.0,494.0,417.0,399.0,370.0,423.0,424.0,477.0,588.0,698.0,666.0,646.0,540.0,464.0,387.0,300.0,246.0,2019-11-05
125,81165,Broadway,West 259 Street,West 260 Street,SB,2019-11-05,129.0,88.0,79.0,71.0,135.0,263.0,583.0,845.0,643.0,531.0,474.0,452.0,507.0,519.0,580.0,675.0,656.0,658.0,559.0,465.0,407.0,346.0,281.0,252.0,2019-11-05
