ID,SegmentID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,day
12,155864,11TH STREET,47th Avenue,47th Road,NB,2019-11-10,183.0,119.0,103.0,59.0,67.0,64.0,61.0,106.0,140.0,174.0,249.0,287.0,317.0,298.0,297.0,357.0,343.0,357.0,283.0,297.0,225.0,170.0,159.0,109.0,2019-11-10
12,156973,11TH STREET,47th Avenue,47th Road,SB,2019-11-10,271.0,163.0,131.0,132.0,107.0,106.0,148.0,201.0,189.0,242.0,273.0,290.0,329.0,398.0,397.0,427.0,377.0,412.0,434.0,379.0,286.0,254.0,180.0,166.0,2019-11-10
90,152665,ATLANTIC AVENUE,Classon Avenue,Franklin Avenue Shuttle Line,WB,2019-11-10,721.0,627.0,441.0,312.0,248.0,226.0,302.0,504.0,509.0,496.0,623.0,815.0,832.0,778.0,904.0,1018.0,991.0,898.0,1033.0,1051.0,877.0,758.0,714.0,602.0,2019-11-10
104,108866,Bainbridge Avenue,East 213 Street,Jerome Avenue,NB,2019-11-10,11.0,23.0,10.0,12.0,6.0,3.0,22.0,10.0,10.0,12.0,17.0,18.0,24.0,35.0,36.0,36.0,44.0,23.0,49.0,29.0,25.0,26.0,18.0,14.0,2019-11-10
104,108866,Bainbrige Avenue,East 213 Street,Jerome Avenue,SB,2019-11-10,70.0,48.0,48.0,29.0,22.0,24.0,99.0,84.0,48.0,57.0,82.0,74.0,100.0,118.0,119.0,137.0,140.0,122.0,192.0,116.0,84.0,78.0,64.0,54.0,2019-11-10
109,88826,Baychester Avenue,Tilotson Avenue,Dyre Avenue Line,NB,2019-11-10,272.0,259.0,192.0,146.0,116.0,117.0,135.0,179.0,248.0,252.0,354.0,378.0,384.0,400.0,437.0,511.0,372.0,380.0,457.0,385.0,351.0,345.0,282.0,280.0,2019-11-10
109,88826,Baychester Avenue,Tilotson Avenue,Dyre Avenue Line,SB,2019-11-10,171.0,124.0,92.0,100.0,118.0,82.0,191.0,213.0,266.0,307.0,399.0,391.0,448.0,444.0,569.0,501.0,462.0,455.0,352.0,321.0,295.0,290.0,236.0,181.0,2019-11-10
120,88298,Boston Road,Fish Avenue,Seymour Avenue,EB,2019-11-10,225.0,176.0,109.0,76.0,89.0,92.0,121.0,203.0,282.0,373.0,514.0,517.0,568.0,590.0,596.0,621.0,519.0,435.0,429.0,370.0,310.0,279.0,215.0,205.0,2019-11-10
120,88298,Boston Road,Fish Avenue,Seymour Avenue,WB,2019-11-10,237.0,173.0,127.0,94.0,118.0,73.0,105.0,168.0,233.0,313.0,438.0,573.0,511.0,555.0,633.0,666.0,624.0,578.0,493.0,414.0,341.0,303.0,274.0,234.0,2019-11-10
121,146329,Boston Road,Connector,Connector,WB,2019-11-10,218.0,122.0,62.0,50.0,38.0,45.0,101.0,227.0,274.0,406.0,491.0,642.0,654.0,737.0,775.0,795.0,802.0,713.0,594.0,473.0,402.0,461.0,398.0,210.0,2019-11-10
121,146328,Boston Road,Connector,Connector,EB,2019-11-10,123.0,114.0,74.0,60.0,68.0,58.0,165.0,232.0,322.0,504.0,577.0,633.0,688.0,754.0,757.0,726.0,666.0,531.0,441.0,367.0,250.0,315.0,159.0,148.0,2019-11-10
125,81165,Broadway,West 259 Street,West 260 Street,NB,2019-11-10,329.0,222.0,139.0,151.0,127.0,112.0,137.0,180.0,250.0,326.0,318.0,417.0,497.0,534.0,549.0,578.0,477.0,518.0,459.0,487.0,393.0,391.0,316.0,251.0,2019-11-10
125,81165,Broadway,West 259 Street,West 260 Street,SB,2019-11-10,246.0,193.0,148.0,101.0,141.0,153.0,183.0,321.0,358.0,418.0,490.0,554.0,561.0,582.0,540.0,607.0,523.0,497.0,533.0,454.0,413.0,346.0,308.0,369.0,2019-11-10
133,134084,Broadway,Dead End,Dead End,SB,2019-11-10,141.0,108.0,135.0,80.0,73.0,76.0,95.0,159.0,232.0,333.0,369.0,412.0,526.0,442.0,461.0,435.0,476.0,417.0,399.0,346.0,268.0,240.0,194.0,143.0,2019-11-10
133,134083,Broadway,Van Cortlandt Park South,Dead End,NB,2019-11-10,228.0,174.0,134.0,86.0,82.0,117.0,129.0,177.0,301.0,444.0,507.0,497.0,609.0,635.0,609.0,586.0,583.0,566.0,535.0,454.0,389.0,331.0,291.0,213.0,2019-11-10
133,255657,Broadway,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,SB,2019-11-10,70.0,54.0,51.0,24.0,29.0,35.0,25.0,68.0,94.0,189.0,298.0,281.0,253.0,310.0,278.0,205.0,162.0,147.0,128.0,101.0,67.0,72.0,59.0,52.0,2019-11-10
137,88880,Bronx Boulevard,Bronx River Greenway,Dead End,NB,2019-11-10,184.0,144.0,95.0,62.0,62.0,51.0,89.0,111.0,140.0,226.0,228.0,255.0,233.0,293.0,392.0,294.0,275.0,255.0,260.0,214.0,205.0,193.0,149.0,164.0,2019-11-10
138,87447,Bronx Park East,Maran Place,Lydig Avenue,NB,2019-11-10,320.0,192.0,127.0,112.0,96.0,98.0,142.0,213.0,268.0,372.0,486.0,496.0,575.0,629.0,639.0,596.0,492.0,518.0,476.0,397.0,391.0,332.0,302.0,240.0,2019-11-10
138,87447,Bronx Park East,Maran Place,Lydig Avenue,SB,2019-11-10,426.0,296.0,227.0,191.0,191.0,142.0,201.0,274.0,386.0,481.0,590.0,658.0,780.0,746.0,953.0,1090.0,1008.0,918.0,877.0,852.0,725.0,530.0,450.0,334.0,2019-11-10
139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,NB,2019-11-10,58.0,51.0,41.0,33.0,51.0,44.0,91.0,88.0,153.0,179.0,173.0,177.0,194.0,255.0,237.0,216.0,173.0,166.0,165.0,159.0,117.0,113.0,112.0,62.0,2019-11-10
139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,SB,2019-11-10,146.0,80.0,67.0,54.0,74.0,71.0,75.0,85.0,110.0,211.0,268.0,272.0,257.0,269.0,341.0,304.0,302.0,278.0,220.0,207.0,169.0,155.0,119.0,112.0,2019-11-10
140,29843,BROOKLYN AVENUE,St Johns Place,Lincoln Place,SB,2019-11-10,180.0,234.0,138.0,134.0,97.0,53.0,55.0,72.0,137.0,161.0,230.0,221.0,264.0,324.0,281.0,373.0,328.0,294.0,405.0,344.0,350.0,296.0,258.0,234.0,2019-11-10
142,9003959,Burke Avenue,Yates Avenue,Dead End,EB,2019-11-10,59.0,59.0,33.0,26.0,29.0,29.0,35.0,57.0,60.0,96.0,120.0,153.0,113.0,126.0,171.0,195.0,152.0,164.0,110.0,103.0,97.0,73.0,65.0,51.0,2019-11-10
142,9003959,Burke Avenue,Yates Avenue,Dead End,WB,2019-11-10,80.0,51.0,32.0,28.0,27.0,26.0,42.0,54.0,78.0,133.0,192.0,197.0,155.0,182.0,213.0,258.0,190.0,232.0,170.0,158.0,132.0,106.0,87.0,64.0,2019-11-10
144,9002975,Calhoun Avenue,Dead End,Dead End,NB,2019-11-10,10.0,10.0,6.0,5.0,5.0,1.0,7.0,4.0,14.0,13.0,13.0,25.0,23.0,20.0,15.0,22.0,25.0,28.0,19.0,27.0,21.0,9.0,19.0,10.0,2019-11-10
