ID,SegmentID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,day
36,130633,31 Avenue,88 Street,Alley,WB,2019-10-13,59.0,43.0,35.0,24.0,36.0,31.0,35.0,44.0,80.0,107.0,129.0,142.0,150.0,173.0,163.0,163.0,174.0,142.0,126.0,117.0,76.0,73.0,74.0,50.0,2019-10-13
25,9001279,21 St,Dead End,35 Ave,NB,2019-10-13,718.0,670.0,437.0,362.0,300.0,252.0,219.0,278.0,338.0,432.0,497.0,626.0,722.0,701.0,775.0,893.0,855.0,784.0,772.0,710.0,837.0,782.0,700.0,611.0,2019-10-13
25,9001279,21 St,Dead End,35 Ave,SB,2019-10-13,375.0,330.0,220.0,208.0,274.0,350.0,430.0,614.0,601.0,643.0,667.0,741.0,708.0,738.0,813.0,806.0,800.0,710.0,754.0,629.0,540.0,426.0,379.0,324.0,2019-10-13
37,67650,31 St,35 Ave,36 Ave,NB,2019-10-13,279.0,212.0,182.0,150.0,140.0,103.0,138.0,164.0,214.0,240.0,274.0,277.0,336.0,355.0,318.0,327.0,367.0,324.0,310.0,326.0,360.0,326.0,244.0,197.0,2019-10-13
37,67650,31 St,35 Ave,36 Ave,SB,2019-10-13,197.0,148.0,140.0,93.0,114.0,80.0,130.0,109.0,103.0,178.0,160.0,169.0,180.0,251.0,240.0,177.0,275.0,240.0,260.0,199.0,212.0,155.0,198.0,110.0,2019-10-13
26,116269,225 St,114 Rd,Dead End,NB,2019-10-13,4.0,3.0,1.0,3.0,1.0,5.0,9.0,3.0,7.0,7.0,13.0,11.0,21.0,19.0,14.0,17.0,14.0,7.0,14.0,14.0,8.0,8.0,11.0,5.0,2019-10-13
3,9001099,1 Avenue,Dead end,Dead end,NB,2019-10-13,670.0,519.0,412.0,320.0,324.0,319.0,310.0,738.0,685.0,508.0,758.0,777.0,914.0,1029.0,1157.0,1320.0,1394.0,1396.0,1039.0,907.0,764.0,710.0,752.0,807.0,2019-10-13
24,36837,21 St,45 Road,46 Ave,NB,2019-10-13,154.0,147.0,107.0,91.0,144.0,87.0,90.0,126.0,82.0,116.0,162.0,188.0,196.0,194.0,188.0,199.0,237.0,217.0,206.0,178.0,151.0,154.0,120.0,123.0,2019-10-13
26,116269,225 St,114 Rd,Dead End,SB,2019-10-13,10.0,6.0,4.0,5.0,2.0,2.0,3.0,6.0,10.0,12.0,14.0,17.0,16.0,21.0,17.0,23.0,14.0,13.0,15.0,20.0,15.0,9.0,8.0,8.0,2019-10-13
38,130569,32 Ave,86 St,Alley,EB,2019-10-13,129.0,108.0,83.0,52.0,59.0,42.0,33.0,29.0,35.0,85.0,114.0,134.0,145.0,187.0,171.0,173.0,184.0,177.0,173.0,160.0,164.0,111.0,88.0,57.0,2019-10-13
