ID,SegmentID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,day
5,33758,10TH AVENUE,West 45th Street,West 46th Street,NB,2020-10-12,412.0,297.0,254.0,183.0,239.0,543.0,984.0,1120.0,1268.0,1213.0,1119.0,1089.0,1143.0,1101.0,1287.0,1177.0,1051.0,1092.0,991.0,902.0,776.0,635.0,626.0,442.0,2020-10-12
6,57189,101 AVENUE,Waltham Street,146th Street,WB,2020-10-12,40.0,32.0,24.0,14.0,16.0,50.0,115.0,154.0,150.0,143.0,147.0,143.0,127.0,179.0,198.0,191.0,213.0,218.0,178.0,149.0,99.0,75.0,78.0,39.0,2020-10-12
8,82326,108 STREET,62nd Avenue,Apex Place,NB,2020-10-12,28.0,23.0,12.0,3.0,9.0,41.0,98.0,152.0,183.0,182.0,181.0,187.0,239.0,309.0,329.0,300.0,195.0,188.0,157.0,149.0,94.0,62.0,53.0,38.0,2020-10-12
8,82326,108 STREET,62nd Avenue,Apex Place,SB,2020-10-12,134.0,77.0,32.0,33.0,33.0,57.0,192.0,244.0,352.0,357.0,431.0,451.0,472.0,483.0,499.0,589.0,547.0,634.0,585.0,547.0,382.0,258.0,192.0,161.0,2020-10-12
12,63023,120 AVENUE,191th Street,192th Street,EB,2020-10-12,76.0,67.0,28.0,26.0,27.0,47.0,92.0,139.0,186.0,184.0,172.0,185.0,187.0,217.0,247.0,261.0,275.0,313.0,258.0,228.0,204.0,155.0,140.0,88.0,2020-10-12
12,63023,120 AVENUE,191th Street,192th Street,WB,2020-10-12,56.0,32.0,27.0,31.0,35.0,36.0,80.0,116.0,119.0,149.0,124.0,146.0,169.0,156.0,181.0,191.0,233.0,212.0,187.0,190.0,144.0,89.0,92.0,63.0,2020-10-12
14,19653,13th AVENUE,71st Street,72nd Street,EB,2020-10-12,27.0,27.0,16.0,5.0,5.0,27.0,44.0,116.0,140.0,150.0,155.0,165.0,174.0,152.0,165.0,156.0,173.0,152.0,126.0,108.0,110.0,63.0,43.0,27.0,2020-10-12
14,19653,13th AVENUE,71st Street,72nd Street,WB,2020-10-12,42.0,23.0,19.0,11.0,13.0,21.0,48.0,92.0,120.0,124.0,159.0,190.0,171.0,194.0,210.0,213.0,214.0,236.0,188.0,170.0,153.0,90.0,69.0,49.0,2020-10-12
15,19762,14th AVENUE,71st Street,72nd Street,NB,2020-10-12,48.0,26.0,17.0,7.0,13.0,32.0,63.0,108.0,136.0,171.0,164.0,191.0,189.0,232.0,243.0,198.0,216.0,230.0,215.0,134.0,144.0,80.0,56.0,56.0,2020-10-12
15,19762,14th AVENUE,71st Street,72nd Street,SB,2020-10-12,39.0,24.0,13.0,6.0,12.0,35.0,88.0,128.0,165.0,170.0,147.0,166.0,188.0,166.0,196.0,186.0,212.0,204.0,197.0,178.0,109.0,78.0,55.0,51.0,2020-10-12
